Wall time,Step,Value
1553083627.4634829,256,256.76177978515625
1553083629.200077,512,152.24545288085938
1553083630.846962,768,96.60707092285156
1553083632.811352,1024,129.37161254882812
1553083634.616725,1280,101.78070831298828
1553083636.337007,1536,120.45992279052734
1553083638.102196,1792,45.428565979003906
1553083639.819846,2048,147.44204711914062
1553083641.573465,2304,20.536298751831055
1553083643.332164,2560,16.446033477783203
1553083645.059297,2816,8.64334774017334
1553083646.716037,3072,3.394674777984619
1553083648.4684741,3328,4.330551624298096
1553083650.175508,3584,5.692864418029785
1553083651.880231,3840,18.37685775756836
1553083653.607177,4096,226.65139770507812
1553083655.3158689,4352,347.0926208496094
1553083656.9959402,4608,398.196533203125
1553083658.742578,4864,216.6753692626953
1553083660.360012,5120,59.80061721801758
1553083662.159271,5376,47.69331741333008
1553083663.833694,5632,49.1392707824707
1553083665.5675871,5888,56.99993133544922
1553083667.2876039,6144,46.396949768066406
1553083668.956877,6400,106.4107666015625
1553083670.642853,6656,148.57644653320312
1553083672.324186,6912,134.36537170410156
1553083674.024571,7168,133.06532287597656
1553083675.7916899,7424,131.71820068359375
1553083677.500718,7680,148.19894409179688
1553083679.355907,7936,83.6220703125
1553083681.029959,8192,53.00853729248047
1553083682.7129018,8448,61.17557907104492
1553083684.357173,8704,73.80917358398438
1553083686.008447,8960,40.58697509765625
1553083687.619452,9216,37.005916595458984
1553083689.297067,9472,47.3968391418457
1553083690.9450428,9728,41.91934585571289
1553083692.5997388,9984,48.47328567504883
1553083694.257162,10240,50.791561126708984
1553083696.087561,10496,51.14842224121094
1553083697.766177,10752,49.419700622558594
1553083699.423532,11008,91.28710174560547
1553083701.059381,11264,82.13406372070312
1553083702.736408,11520,323.4900817871094
1553083704.419318,11776,506.26776123046875
1553083706.110089,12032,577.039306640625
1553083707.785158,12288,581.4429931640625
1553083709.429995,12544,704.595458984375
1553083711.085341,12800,566.098876953125
1553083712.9693189,13056,569.5235595703125
1553083714.633704,13312,494.47540283203125
1553083716.3209422,13568,468.3231506347656
1553083718.019097,13824,537.6243896484375
1553083719.701767,14080,494.4913635253906
1553083721.425706,14336,483.1524353027344
1553083723.123125,14592,300.16949462890625
1553083724.794427,14848,328.75152587890625
1553083726.537375,15104,235.8416290283203
1553083728.278811,15360,250.47665405273438
1553083730.2733178,15616,403.64385986328125
1553083732.0030038,15872,376.252685546875
1553083733.718196,16128,348.87286376953125
1553083735.424011,16384,364.1066589355469
1553083737.124073,16640,326.3794860839844
1553083738.7951071,16896,298.0172424316406
1553083740.555975,17152,318.94512939453125
1553083742.250222,17408,423.3497619628906
1553083743.949394,17664,348.68719482421875
1553083745.650173,17920,309.16583251953125
1553083747.530333,18176,376.3772277832031
1553083749.179702,18432,318.97686767578125
1553083750.863706,18688,329.1681823730469
1553083752.5492501,18944,334.1708068847656
1553083754.215293,19200,357.2611083984375
1553083755.9279082,19456,318.4493103027344
1553083757.6036649,19712,333.4701232910156
1553083759.2763531,19968,377.89593505859375
1553083760.9813728,20224,403.43011474609375
1553083762.6697469,20480,344.8064270019531
