Wall time,Step,Value
1553116924.899006,512,1.4621003866195679
1553116927.6426182,1024,1.5029312372207642
1553116930.373881,1536,1.5291967391967773
1553116931.748545,1792,1.554925560951233
1553116935.18855,2304,1.5908372402191162
1553116939.0020192,2816,1.6792246103286743
1553116940.5334258,3072,1.7099096775054932
1553116942.018925,3328,1.738901138305664
1553116943.6697469,3584,1.7659000158309937
1553116945.2147799,3840,1.8092613220214844
1553116946.701455,4096,1.8420358896255493
1553116948.3017468,4352,1.9056669473648071
1553116949.743565,4608,1.966601014137268
1553116951.309979,4864,1.9935777187347412
1553116952.739308,5120,2.027623176574707
1553116954.6557171,5376,2.0509161949157715
1553116957.605632,5888,2.0977392196655273
1553116960.719954,6400,2.141618251800537
1553116962.299496,6656,2.1639084815979004
1553116971.404536,7936,2.237765312194824
1553116972.859126,8192,2.246244192123413
1553116974.402572,8448,2.2558133602142334
1553116975.883557,8704,2.2669155597686768
1553116977.267761,8960,2.2933855056762695
1553116980.022943,9472,2.338912010192871
1553116985.4224682,10240,2.3944716453552246
1553116988.445333,10496,2.402599334716797
1553116993.248644,11008,2.443265438079834
1553116994.8756459,11264,2.4933743476867676
1553116996.79725,11520,2.5216639041900635
1553116998.5423071,11776,2.536996603012085
1553117001.793115,12288,2.5837180614471436
1553117005.4227068,12800,2.616243600845337
1553117007.466429,13056,2.6249053478240967
1553117012.8586051,13824,2.670593500137329
1553117014.43344,14080,2.6777515411376953
1553117016.031591,14336,2.697876453399658
1553117017.408184,14592,2.7205793857574463
1553117018.793617,14848,2.728760004043579
1553117023.380485,15616,2.7826428413391113
1553117024.799926,15872,2.7866110801696777
1553117026.2659252,16128,2.792999744415283
1553117027.719264,16384,2.810473918914795
1553117029.144205,16640,2.827807903289795
1553117030.6213171,16896,2.844651699066162
1553117032.102497,17152,2.852667808532715
1553117033.4480388,17408,2.8656675815582275
1553117034.775363,17664,2.891483783721924
1553117036.133746,17920,2.8955230712890625
1553117039.371202,18432,2.915931224822998
1553117040.72655,18688,2.9273593425750732
1553117042.0639832,18944,2.928178071975708
1553117043.427022,19200,2.925800085067749
1553117046.218899,19712,2.9333083629608154
1553117048.944861,20224,2.9468345642089844
1553117050.397008,20480,2.952439308166504
1553117053.540799,20992,2.9726669788360596
1553117054.871692,21248,2.9813709259033203
1553117057.611989,21760,2.9881832599639893
1553117059.032344,22016,2.987607479095459
1553117060.476232,22272,2.9923243522644043
1553117061.924128,22528,3.009755849838257
1553117063.291332,22784,3.0301263332366943
1553117064.668103,23040,3.0258240699768066
1553117067.981983,23552,3.0316507816314697
1553117069.3289862,23808,3.039982795715332
1553117070.711581,24064,3.0429749488830566
1553117072.110591,24320,3.040648937225342
1553117074.884989,24832,3.0490610599517822
